ts_code,symbol,name,area,industry,cnspell,market,list_date,act_name,act_ent_type
688777.SH,688777,中控技术,浙江,专用机械,ZKJS,科创板,20201124,褚健,自然人
688256.SH,688256,寒武纪,北京,半导体,HWJ,科创板,20200720,陈天石,自然人
688127.SH,688127,蓝特光学,浙江,元器件,LTGX,科创板,20200921,徐云明,自然人
300972.SZ,300972,万辰集团,福建,食品,WCJT,创业板,20210419,王泽宁,民营企业
003035.SZ,003035,南网能源,广东,新型电力,NWNY,主板,20210119,国务院国有资产监督管理委员会,中央企业
301030.SZ,301030,仕净科技,江苏,环境保护,SJKJ,创业板,20210722,朱叶,民营企业
688595.SH,688595,芯海科技,深圳,半导体,XHKJ,科创板,20200928,卢国建,自然人
688551.SH,688551,科威尔,安徽,专用机械,KWE,科创板,20200910,傅仕涛,自然人
688383.SH,688383,新益昌,深圳,专用机械,XYC,科创板,20210428,胡新荣,自然人
688093.SH,688093,世华科技,江苏,化工原料,SHKJ,科创板,20200930,顾正青,自然人
600905.SH,600905,三峡能源,北京,新型电力,SXNY,主板,20210610,中国长江三峡集团有限公司,中央企业
600935.SH,600935,华塑股份,安徽,化工原料,HSGF,主板,20211126,安徽省人民政府国有资产监督管理委员会,地方国有企业
300946.SZ,300946,恒而达,福建,机械基件,HED,创业板,20210208,林正华,民营企业
688386.SH,688386,泛亚微透,江苏,化工原料,FYWT,科创板,20201016,张云,自然人
688408.SH,688408,中信博,江苏,电气设备,ZXB,科创板,20200828,蔡浩,自然人
688316.SH,688316,青云科技-U,北京,软件服务,QYKJ,科创板,20210316,黄允松,自然人
688596.SH,688596,正帆科技,上海,专用机械,ZFKJ,科创板,20200820,CUI RONG(崔荣),自然人
688378.SH,688378,奥来德,吉林,专用机械,ALD,科创板,20200903,轩景泉,自然人
688659.SH,688659,元琛科技,安徽,环境保护,YCKJ,科创板,20210331,徐辉,自然人
688083.SH,688083,中望软件,广东,软件服务,ZWRJ,科创板,20210311,杜玉林,自然人
688129.SH,688129,东来技术,上海,染料涂料,DLJS,科创板,20201023,朱忠敏,自然人
688017.SH,688017,绿的谐波,江苏,机械基件,LDXB,科创板,20200828,左晶,自然人
688581.SH,688581,安杰思,浙江,医疗保健,AJS,科创板,20230519,张承,自然人
688529.SH,688529,豪森智能,辽宁,专用机械,HSZN,科创板,20201109,张继周,自然人
688578.SH,688578,艾力斯,上海,化学制药,ALS,科创板,20201202,杜锦豪,自然人
688308.SH,688308,欧科亿,湖南,机械基件,OKY,科创板,20201210,袁美和,自然人
688013.SH,688013,天臣医疗,江苏,医疗保健,TCYL,科创板,20200928,陈望宇,自然人
688135.SH,688135,利扬芯片,广东,半导体,LYXP,科创板,20201111,黄江,自然人
300964.SZ,300964,本川智能,江苏,元器件,BCZN,创业板,20210805,董晓俊,民营企业
301002.SZ,301002,崧盛股份,深圳,电气设备,SSGF,创业板,20210607,田年斌,民营企业
301171.SZ,301171,易点天下,陕西,互联网,YDTX,创业板,20220819,邹小武,民营企业
301023.SZ,301023,奕帆传动,江苏,电气设备,YFCD,创业板,20210707,刘锦成,民营企业
301036.SZ,301036,双乐股份,江苏,染料涂料,SLGF,创业板,20210729,杨汉洲,民营企业
301011.SZ,301011,华立科技,广东,文教休闲,HLKJ,创业板,20210617,苏本立,外资
301029.SZ,301029,怡合达,广东,专用机械,YHD,创业板,20210723,金立国,民营企业
300967.SZ,300967,晓鸣股份,宁夏,农业综合,XMGF,创业板,20210413,魏晓明,民营企业
688536.SH,688536,思瑞浦,江苏,半导体,SRP,科创板,20200921,无实际控制人,其他
688160.SH,688160,步科股份,上海,电器仪表,BKGF,科创板,20201112,唐咚,自然人
688070.SH,688070,纵横股份,四川,航空,ZHGF,科创板,20210210,任斌,自然人
688608.SH,688608,恒玄科技,上海,半导体,HXKJ,科创板,20201216,汤晓冬,自然人
688617.SH,688617,惠泰医疗,深圳,医疗保健,HTYL,科创板,20210107,李西廷,自然人
688575.SH,688575,亚辉龙,深圳,医疗保健,YHL,科创板,20210517,胡鹍辉,自然人
688557.SH,688557,兰剑智能,山东,专用机械,LJZN,科创板,20201202,吴耀华,自然人
605499.SH,605499,东鹏饮料,深圳,软饮料,DPYL,主板,20210527,林木勤,民营企业
300993.SZ,300993,玉马科技,山东,家居用品,YMKJ,创业板,20210524,孙承志,民营企业
300956.SZ,300956,英力股份,安徽,元器件,YLGF,创业板,20210326,戴明,民营企业
300997.SZ,300997,欢乐家,广东,软饮料,HLJ,创业板,20210602,李兴,民营企业
605189.SH,605189,富春染织,安徽,纺织,FCRZ,主板,20210528,何培富,民营企业
300951.SZ,300951,博硕科技,深圳,元器件,BSKJ,创业板,20210226,徐思通,民营企业
688328.SH,688328,深科达,深圳,专用机械,SKD,科创板,20210309,黄奕宏,自然人
688219.SH,688219,会通股份,安徽,塑料,HTGF,科创板,20201118,何倩嫦,自然人
688677.SH,688677,海泰新光,山东,医疗保健,HTXG,科创板,20210226,ZHENG ANMIN,自然人
688092.SH,688092,爱科科技,浙江,专用机械,AKKJ,科创板,20210319,方云科,自然人
688699.SH,688699,明微电子,深圳,半导体,MWDZ,科创板,20201218,王乐康,自然人
688179.SH,688179,阿拉丁,上海,化学制药,ALD,科创板,20201026,徐久振,自然人
688195.SH,688195,腾景科技,福建,元器件,TJKJ,科创板,20210326,余洪瑞,自然人
688668.SH,688668,鼎通科技,广东,通信设备,DTKJ,科创板,20201221,王成海,自然人
688658.SH,688658,悦康药业,北京,化学制药,YKYY,科创板,20201224,于伟仕,自然人
688665.SH,688665,四方光电,湖北,电器仪表,SFGD,科创板,20210209,董宇,自然人
688698.SH,688698,伟创电气,江苏,电气设备,WCDQ,科创板,20201229,胡智勇,自然人
300919.SZ,300919,中伟新材,贵州,电气设备,ZWXC,创业板,20201223,邓伟明,民营企业
301000.SZ,301000,肇民科技,上海,汽车配件,ZMKJ,创业板,20210528,邵雄辉,民营企业
301190.SZ,301190,善水科技,江西,染料涂料,SSKJ,创业板,20211224,吴新艳,民营企业
301182.SZ,301182,凯旺科技,河南,元器件,KWKJ,创业板,20211223,陈海刚,民营企业
300975.SZ,300975,商络电子,江苏,元器件,SLDZ,创业板,20210421,沙宏志,民营企业
300973.SZ,300973,立高食品,广东,食品,LGSP,创业板,20210415,彭裕辉,民营企业
300955.SZ,300955,嘉亨家化,福建,日用化工,JHJH,创业板,20210324,曾本生,外资
300966.SZ,300966,共同药业,湖北,化学制药,GTYY,创业板,20210409,系祖斌,民营企业
688510.SH,688510,航亚科技,江苏,航空,HYKJ,科创板,20201216,严奇,自然人
688779.SH,688779,五矿新能,湖南,电气设备,WKXN,科创板,20210811,中国五矿集团有限公司,企业
688739.SH,688739,成大生物,辽宁,生物制药,CDSW,科创板,20211028,无实际控制人,其他
688669.SH,688669,聚石化学,广东,化工原料,JSHX,科创板,20210125,陈钢,自然人
688696.SH,688696,极米科技,四川,家用电器,JMKJ,科创板,20210303,钟波,自然人
688788.SH,688788,科思科技,深圳,通信设备,KSKJ,科创板,20201022,刘建德,自然人
003040.SZ,003040,楚天龙,广东,通信设备,CTL,主板,20210322,陈丽英,民营企业
300959.SZ,300959,线上线下,江苏,电信运营,XSXX,创业板,20210322,夏军,民营企业
688571.SH,688571,杭华股份,浙江,染料涂料,HHGF,科创板,20201211,杭州市实业投资集团有限公司,企业
688561.SH,688561,奇安信-U,北京,软件服务,QAX,科创板,20200722,齐向东,自然人
688560.SH,688560,明冠新材,江西,电气设备,MGXC,科创板,20201224,闫洪嘉,自然人
688136.SH,688136,科兴制药,山东,生物制药,KXZY,科创板,20201214,邓学勤,自然人
688191.SH,688191,智洋创新,山东,软件服务,ZYCX,科创板,20210408,刘国永,自然人
688676.SH,688676,金盘科技,海南,电气设备,JPKJ,科创板,20210309,李志远,自然人
688109.SH,688109,品茗科技,浙江,软件服务,PMKJ,科创板,20210330,莫绪军,自然人
688079.SH,688079,美迪凯,浙江,元器件,MDK,科创板,20210302,葛文志,自然人
688607.SH,688607,康众医疗,江苏,医疗保健,KZYL,科创板,20210201,JIANQIANGLIU(刘建强),自然人
688630.SH,688630,芯碁微装,安徽,专用机械,XQWZ,科创板,20210401,程卓,自然人
688350.SH,688350,富淼科技,江苏,化工原料,FMKJ,科创板,20210128,吴耀芳,自然人
688619.SH,688619,罗普特,福建,软件服务,LPT,科创板,20210223,陈延行,自然人
688680.SH,688680,海优新材,上海,塑料,HYXC,科创板,20210122,李民,自然人
688679.SH,688679,通源环境,安徽,环境保护,TYHJ,科创板,20201225,杨明,自然人
601995.SH,601995,中金公司,北京,证券,ZJGS,主板,20201102,中央汇金投资有限责任公司,中央企业
688686.SH,688686,奥普特,广东,电器仪表,APT,科创板,20201231,卢治临,自然人
688678.SH,688678,福立旺,江苏,元器件,FLW,科创板,20201223,洪水锦,自然人
688616.SH,688616,西力科技,浙江,电器仪表,XLKJ,科创板,20210318,宋毅然,自然人
003038.SZ,003038,鑫铂股份,安徽,铝,XBGF,主板,20210210,唐开健,民营企业
001206.SZ,001206,依依股份,天津,造纸,YYGF,主板,20210518,高福忠,民营企业
605507.SH,605507,国邦医药,浙江,化学制药,GBYY,主板,20210802,邱家军,民营企业
605056.SH,605056,咸亨国际,浙江,电器仪表,XHGJ,主板,20210720,王来兴,民营企业
688618.SH,688618,三旺通信,深圳,通信设备,SWTX,科创板,20201230,熊伟,自然人
688628.SH,688628,优利德,广东,电器仪表,YLD,科创板,20210201,吴美玉,自然人
688689.SH,688689,银河微电,江苏,半导体,YHWD,科创板,20210127,杨森茂,自然人
688067.SH,688067,爱威科技,湖南,医疗保健,AWKJ,科创板,20210616,丁建文,自然人
688131.SH,688131,皓元医药,上海,化学制药,HYYY,科创板,20210608,高强,自然人
688687.SH,688687,凯因科技,北京,生物制药,KYKJ,科创板,20210208,周德胜,自然人
688063.SH,688063,派能科技,上海,电气设备,PNKJ,科创板,20201230,无实际控制人,其他
688305.SH,688305,科德数控,辽宁,机床制造,KDSK,科创板,20210709,于本宏,自然人
688183.SH,688183,生益电子,广东,元器件,SYDZ,科创板,20210225,无实际控制人,其他
688606.SH,688606,奥泰生物,浙江,医疗保健,ATSW,科创板,20210325,高飞,自然人
601399.SH,601399,国机重装,四川,工程机械,GJZZ,主板,20200608,中国机械工业集团有限公司,中央企业
688082.SH,688082,盛美上海,上海,半导体,SMSH,科创板,20211118,HUI WANG,自然人
688171.SH,688171,纬德信息,广东,软件服务,WDXX,科创板,20220127,尹健,自然人
688317.SH,688317,之江生物,上海,医疗保健,ZJSW,科创板,20210118,邵俊斌,自然人
688633.SH,688633,星球石墨,江苏,专用机械,XQSM,科创板,20210324,张艺,自然人
688626.SH,688626,翔宇医疗,河南,医疗保健,XYYL,科创板,20210331,何永正,自然人
688981.SH,688981,中芯国际,上海,半导体,ZXGJ,科创板,20200716,无实际控制人,其他
688636.SH,688636,智明达,四川,元器件,ZMD,科创板,20210408,王勇,自然人
688329.SH,688329,艾隆科技,江苏,专用机械,ALKJ,科创板,20210329,张银花,自然人
688661.SH,688661,和林微纳,江苏,元器件,HLWN,科创板,20210329,骆兴顺,自然人
688075.SH,688075,安旭生物,浙江,医疗保健,AXSW,科创板,20211118,凌世生,自然人
688609.SH,688609,九联科技,广东,家用电器,JLKJ,科创板,20210323,詹启军,自然人
688315.SH,688315,诺禾致源,北京,医疗保健,NHZY,科创板,20210413,李瑞强,自然人
688667.SH,688667,菱电电控,湖北,汽车配件,LDDK,科创板,20210312,王和平,自然人
605020.SH,605020,永和股份,浙江,化工原料,YHGF,主板,20210709,童建国,民营企业
688625.SH,688625,呈和科技,广东,化工原料,CHKJ,科创板,20210607,赵文林,自然人
688468.SH,688468,科美诊断,北京,医疗保健,KMZD,科创板,20210409,李临,自然人
688345.SH,688345,博力威,广东,电气设备,BLW,科创板,20210611,张志平,自然人
688314.SH,688314,康拓医疗,陕西,医疗保健,KTYL,科创板,20210518,胡立人,自然人
688733.SH,688733,壹石通,安徽,矿物制品,YST,科创板,20210817,蒋学鑫,自然人
688639.SH,688639,华恒生物,安徽,化学制药,HHSW,科创板,20210422,郭恒华,自然人
688565.SH,688565,力源科技,浙江,环境保护,LYKJ,科创板,20210513,沈万中,自然人
688662.SH,688662,富信科技,广东,元器件,FXKJ,科创板,20210401,刘富林,自然人
688226.SH,688226,威腾电气,江苏,电气设备,WTDQ,科创板,20210707,蒋文功,自然人
688260.SH,688260,昀冢科技,江苏,元器件,YZKJ,科创板,20210406,王宾,自然人
688161.SH,688161,威高骨科,山东,医疗保健,WGGK,科创板,20210630,陈学利,自然人
003042.SZ,003042,中农联合,山东,农药化肥,ZNLH,主板,20210406,中国供销集团有限公司,中央企业
605566.SH,605566,福莱蒽特,浙江,染料涂料,FLET,主板,20211025,李百春,民营企业
603216.SH,603216,梦天家居,浙江,家居用品,MTJJ,主板,20211215,余静渊,民营企业
688789.SH,688789,宏华数科,浙江,专用机械,HHSK,科创板,20210708,金小团,自然人
688425.SH,688425,铁建重工,湖南,工程机械,TJZG,科创板,20210622,国务院国有资产监督管理委员会,企业
688683.SH,688683,莱尔科技,广东,元器件,LEKJ,科创板,20210412,伍仲乾,自然人
688533.SH,688533,上声电子,江苏,汽车配件,SSDZ,科创板,20210419,无实际控制人,其他
688076.SH,688076,ST诺泰,江苏,生物制药,STNT,科创板,20210520,赵德中,自然人
688682.SH,688682,霍莱沃,上海,软件服务,HLW,科创板,20210420,周建华,自然人
688690.SH,688690,纳微科技,江苏,化工原料,NWKJ,科创板,20210623,江必旺,自然人
688148.SH,688148,芳源股份,广东,电气设备,FYGF,科创板,20210806,罗爱平,自然人
688517.SH,688517,金冠电气,河南,电气设备,JGDQ,科创板,20210618,樊崇,自然人
688132.SH,688132,邦彦技术,深圳,通信设备,BYJS,科创板,20220923,祝国胜,自然人
688269.SH,688269,凯立新材,陕西,化工原料,KLXC,科创板,20210609,陕西省财政厅,企业
688456.SH,688456,有研粉材,北京,铜,YYFC,科创板,20210317,中国有研科技集团有限公司,企业
688660.SH,688660,电气风电,上海,电气设备,DQFD,科创板,20210519,上海市国有资产监督管理委员会,企业
688611.SH,688611,杭州柯林,浙江,电气设备,HZKL,科创板,20210412,谢东,自然人
688613.SH,688613,奥精医疗,北京,医疗保健,AJYL,科创板,20210521,Eric Gang Hu(胡刚),自然人
688584.SH,688584,上海合晶,上海,半导体,SHHJ,科创板,20240208,无实际控制人,其他
605365.SH,605365,立达信,福建,家用电器,LDX,主板,20210720,李江淮,民营企业
001215.SZ,001215,千味央厨,河南,食品,QWYC,主板,20210906,李伟,民营企业
605488.SH,605488,福莱新材,浙江,塑料,FLXC,主板,20210513,夏厚君,民营企业
301181.SZ,301181,标榜股份,江苏,汽车配件,BBGF,创业板,20220221,赵奇,民营企业
001207.SZ,001207,联科科技,山东,化工原料,LKKJ,主板,20210623,吴晓林,民营企业
605167.SH,605167,利柏特,江苏,建筑工程,LBT,主板,20210726,沈斌强,民营企业
601921.SH,601921,浙版传媒,浙江,出版业,ZBCM,主板,20210723,浙江省人民政府,地方国有企业
001202.SZ,001202,炬申股份,广东,仓储物流,JSGF,主板,20210429,雷琦,民营企业
688501.SH,688501,青达环保,山东,环境保护,QDHB,科创板,20210716,王勇,自然人
688147.SH,688147,微导纳米,江苏,专用机械,WDNM,科创板,20221223,王磊,自然人
688280.SH,688280,精进电动-UW,北京,汽车配件,JJDD,科创板,20211027,余平,自然人
688663.SH,688663,新风光,山东,电气设备,XFG,科创板,20210413,山东省人民政府国有资产监督管理委员会,企业
688217.SH,688217,睿昂基因,上海,医疗保健,RAJY,科创板,20210517,熊慧,自然人
688395.SH,688395,正弦电气,深圳,机械基件,ZXDQ,科创板,20210429,涂从欢,自然人
688112.SH,688112,鼎阳科技,深圳,电器仪表,DYKJ,科创板,20211201,秦轲,自然人
688319.SH,688319,欧林生物,四川,生物制药,OLSW,科创板,20210608,樊绍文,自然人
688059.SH,688059,华锐精密,湖南,机械基件,HRJM,科创板,20210208,肖旭凯,自然人
688117.SH,688117,圣诺生物,四川,生物制药,SNSW,科创板,20210603,文永均,自然人
688239.SH,688239,航宇科技,贵州,航空,HYKJ,科创板,20210705,张华,自然人
688793.SH,688793,倍轻松,深圳,家用电器,BQS,科创板,20210715,马学军,自然人
688799.SH,688799,华纳药厂,湖南,化学制药,HNYC,科创板,20210713,黄本东,自然人
688216.SH,688216,气派科技,深圳,半导体,QPKJ,科创板,20210623,梁大钟,自然人
688323.SH,688323,瑞华泰,深圳,塑料,RHT,科创板,20210428,无实际控制人,其他
603511.SH,603511,爱慕股份,北京,服饰,AMGF,主板,20210531,张荣明,民营企业
605259.SH,605259,绿田机械,浙江,农用机械,LTJX,主板,20210615,罗昌国,民营企业
001269.SZ,001269,欧晶科技,内蒙,矿物制品,OJKJ,主板,20220930,无实际控制人,其他
688681.SH,688681,科汇股份,山东,电气设备,KHGF,科创板,20210616,徐丙垠,自然人
688201.SH,688201,信安世纪,北京,软件服务,XASJ,科创板,20210421,李伟,自然人
688113.SH,688113,联测科技,江苏,专用机械,LCKJ,科创板,20210506,赵爱国,自然人
688700.SH,688700,东威科技,江苏,专用机械,DWKJ,科创板,20210615,刘建波,自然人
688509.SH,688509,正元地信,北京,软件服务,ZYDX,科创板,20210730,国务院国有资产监督管理委员会,企业
688786.SH,688786,悦安新材,江西,小金属,YAXC,科创板,20210826,李上奎,自然人
688685.SH,688685,迈信林,江苏,航空,MXL,科创板,20210513,张友志,自然人
688227.SH,688227,品高股份,广东,软件服务,PGGF,科创板,20211230,刘忻,自然人
688182.SH,688182,灿勤科技,江苏,通信设备,CQKJ,科创板,20211116,朱田中,自然人
688355.SH,688355,明志科技,江苏,机械基件,MZKJ,科创板,20210512,邱壑,自然人
300983.SZ,300983,尤安设计,上海,建筑工程,YASJ,创业板,20210420,陈磊,民营企业
301022.SZ,301022,海泰科,山东,专用机械,HTK,创业板,20210702,孙文强,民营企业
301037.SZ,301037,保立佳,上海,染料涂料,BLJ,创业板,20210730,杨文瑜,民营企业
300985.SZ,300985,致远新能,吉林,汽车配件,ZYXN,创业板,20210429,张远,民营企业
301052.SZ,301052,果麦文化,浙江,出版业,GMWH,创业板,20210830,路金波,民营企业
301016.SZ,301016,雷尔伟,江苏,运输设备,LEW,创业板,20210630,刘俊,民营企业
300995.SZ,300995,奇德新材,广东,塑料,QDXC,创业板,20210526,饶德生,民营企业
300984.SZ,300984,金沃股份,浙江,机械基件,JWGF,创业板,20210618,郑立成,民营企业
001205.SZ,001205,盛航股份,江苏,水运,SHGF,主板,20210513,尚吉永,民营企业
001213.SZ,001213,中铁特货,北京,铁路,ZTTH,主板,20210908,中国国家铁路集团有限公司,中央企业
001219.SZ,001219,青岛食品,山东,食品,QDSP,主板,20211021,青岛华通国有资本投资运营集团有限公司,地方国有企业
001212.SZ,001212,中旗新材,广东,其他建材,ZQXC,主板,20210823,贺荣明,民营企业
600955.SH,600955,维远股份,山东,化工原料,WYGF,主板,20210915,徐云亭,民营企业
603107.SH,603107,上海汽配,上海,汽车配件,SHQP,主板,20231101,上海市浦东新区北蔡镇人民政府,地方国有企业
001217.SZ,001217,华尔泰,安徽,化工原料,HET,主板,20210929,吴李杰,民营企业
605588.SH,605588,冠石科技,江苏,元器件,GSKJ,主板,20210812,张建巍,民营企业
605555.SH,605555,德昌股份,浙江,家用电器,DCGF,主板,20211021,黄裕昌,民营企业
605598.SH,605598,上海港湾,上海,建筑工程,SHGW,主板,20210917,徐士龙,民营企业
001211.SZ,001211,双枪科技,浙江,家居用品,SQKJ,主板,20210805,郑承烈,民营企业
605138.SH,605138,盛泰集团,浙江,服饰,STJT,主板,20211027,徐磊,外资
001288.SZ,001288,运机集团,四川,专用机械,YJJT,主板,20211101,吴友华,民营企业
001208.SZ,001208,华菱线缆,湖南,电气设备,HLXL,主板,20210624,湖南省人民政府国有资产监督管理委员会,地方国有企业
603836.SH,603836,海程邦达,山东,仓储物流,HCBD,主板,20210526,唐海,民营企业
001209.SZ,001209,洪兴股份,广东,服饰,HXGF,主板,20210723,郭秋洪,民营企业
605580.SH,605580,恒盛能源,浙江,供气供热,HSNY,主板,20210819,余国旭,民营企业
300969.SZ,300969,恒帅股份,浙江,汽车配件,HSGF,创业板,20210412,许宁宁,民营企业
301069.SZ,301069,凯盛新材,山东,化工原料,KSXC,创业板,20210927,张松山,民营企业
301033.SZ,301033,迈普医学,广东,医疗保健,MPYX,创业板,20210726,袁玉宇,民营企业
301169.SZ,301169,零点有数,北京,文教休闲,LDYS,创业板,20211103,袁岳,民营企业
300976.SZ,300976,达瑞电子,广东,元器件,DRDZ,创业板,20210419,李清平,民营企业
301099.SZ,301099,雅创电子,上海,元器件,YCDZ,创业板,20211122,谢力书,民营企业
301093.SZ,301093,华兰股份,江苏,医疗保健,HLGF,创业板,20211101,华国平,民营企业
300979.SZ,300979,华利集团,广东,服饰,HLJT,创业板,20210426,张聪渊,外资
301027.SZ,301027,华蓝集团,广西,建筑工程,HLJT,创业板,20210715,林伟,民营企业
301009.SZ,301009,可靠股份,浙江,造纸,KKGF,创业板,20210617,金利伟,民营企业
301043.SZ,301043,绿岛风,广东,机械基件,LDF,创业板,20210811,李清泉,民营企业
300990.SZ,300990,同飞股份,河北,专用机械,TFGF,创业板,20210512,张国山,民营企业
301059.SZ,301059,金三江,广东,化工原料,JSJ,创业板,20210913,赵国法,民营企业
301013.SZ,301013,利和兴,深圳,专用机械,LHX,创业板,20210629,林宜潘,民营企业
300957.SZ,300957,贝泰妮,云南,日用化工,BTN,创业板,20210325,GUO ZHENYU(郭振宇),外资
301001.SZ,301001,凯淳股份,上海,互联网,KCGF,创业板,20210528,王莉,民营企业
300989.SZ,300989,蕾奥规划,深圳,建筑工程,LAGH,创业板,20210507,无实际控制人,其他
301066.SZ,301066,万事利,浙江,纺织,WSL,创业板,20210922,李建华,民营企业
301004.SZ,301004,嘉益股份,浙江,家居用品,JYGF,创业板,20210625,戚兴华,民营企业
300854.SZ,300854,中兰环保,深圳,环境保护,ZLHB,创业板,20210916,葛芳,民营企业
301198.SZ,301198,喜悦智行,浙江,塑料,XYZX,创业板,20211202,罗志强,民营企业
300992.SZ,300992,泰福泵业,浙江,机械基件,TFBY,创业板,20210525,陈宜文,民营企业
301077.SZ,301077,星华新材,浙江,化工原料,XHXC,创业板,20210930,王世杰,民营企业
300980.SZ,300980,祥源新材,湖北,塑料,XYXC,创业板,20210421,魏志祥,民营企业
300844.SZ,300844,山水比德,广东,建筑工程,SSBD,创业板,20210813,孙虎,民营企业
301065.SZ,301065,本立科技,浙江,化学制药,BLKJ,创业板,20210914,吴政杰,民营企业
301082.SZ,301082,久盛电气,浙江,电气设备,JSDQ,创业板,20211027,张建华,民营企业
301055.SZ,301055,张小泉,浙江,家居用品,ZXQ,创业板,20210906,无实际控制人,其他
301040.SZ,301040,中环海陆,江苏,机械基件,ZHHL,创业板,20210803,吴君三,民营企业
301019.SZ,301019,宁波色母,浙江,塑料,NBSM,创业板,20210628,任卫庆,民营企业
301067.SZ,301067,显盈科技,深圳,元器件,XYKJ,创业板,20210922,林涓,民营企业
301070.SZ,301070,开勒股份,上海,机械基件,KLGF,创业板,20210923,卢小波,民营企业
301061.SZ,301061,匠心家居,江苏,家居用品,JXJJ,创业板,20210913,李小勤,民营企业
688728.SH,688728,格科微,上海,半导体,GKW,科创板,20210818,曹维,自然人
301336.SZ,301336,趣睡科技,四川,家居用品,QSKJ,创业板,20220812,李勇,民营企业
301003.SZ,301003,江苏博云,江苏,塑料,JSBY,创业板,20210601,吕锋,民营企业
301152.SZ,301152,天力锂能,河南,小金属,TLLN,创业板,20220829,王瑞庆,民营企业
301060.SZ,301060,兰卫医学,上海,医疗保健,LWYX,创业板,20210913,曾伟雄,民营企业
300991.SZ,300991,创益通,深圳,元器件,CYT,创业板,20210520,张建明,民营企业
300814.SZ,300814,中富电路,深圳,元器件,ZFDL,创业板,20210812,王昌民,民营企业
301185.SZ,301185,鸥玛软件,山东,软件服务,OMRJ,创业板,20211119,山东省人民政府国有资产监督管理委员会,地方国有企业
301120.SZ,301120,新特电气,北京,电气设备,XTDQ,创业板,20220419,谭勇,民营企业
301108.SZ,301108,洁雅股份,安徽,日用化工,JYGF,创业板,20211203,蔡英传,民营企业
301159.SZ,301159,三维天地,北京,软件服务,SWTD,创业板,20220107,金震,民营企业
300988.SZ,300988,津荣天宇,天津,机械基件,JRTY,创业板,20210512,孙兴文,民营企业
301118.SZ,301118,恒光股份,湖南,化工原料,HGGF,创业板,20211118,曹立祥,民营企业
300971.SZ,300971,博亚精工,湖北,机械基件,BYJG,创业板,20210415,李文喜,民营企业
301031.SZ,301031,中熔电气,陕西,电气设备,ZRDQ,创业板,20210715,方广文,民营企业
301049.SZ,301049,超越科技,安徽,环境保护,CYKJ,创业板,20210824,高志江,民营企业
301072.SZ,301072,中捷精工,江苏,汽车配件,ZJJG,创业板,20210929,魏忠,民营企业
301089.SZ,301089,拓新药业,河南,化学制药,TXYY,创业板,20211027,杨西宁,民营企业
301085.SZ,301085,亚康股份,北京,软件服务,YKGF,创业板,20211018,徐江,民营企业
301078.SZ,301078,孩子王,江苏,其他商业,HZW,创业板,20211014,汪建国,民营企业
301129.SZ,301129,瑞纳智能,安徽,电器仪表,RNZN,创业板,20211102,于大永,民营企业
688071.SH,688071,华依科技,上海,专用机械,HYKJ,科创板,20210729,励寅,自然人
301231.SZ,301231,荣信文化,陕西,出版业,RXWH,创业板,20220908,王艺桦,民营企业
301012.SZ,301012,扬电科技,江苏,电气设备,YDKJ,创业板,20210622,聂琨林,民营企业
301149.SZ,301149,隆华新材,山东,化工原料,LHXC,创业板,20211110,韩志刚,民营企业
301057.SZ,301057,汇隆新材,浙江,化纤,HLXC,创业板,20210909,沈顺华,民营企业
301005.SZ,301005,超捷股份,上海,汽车配件,CJGF,创业板,20210601,宋广东,民营企业
301053.SZ,301053,远信工业,浙江,专用机械,YXGY,创业板,20210901,陈少军,民营企业
301133.SZ,301133,金钟股份,广东,汽车配件,JZGF,创业板,20211126,辛洪萍,民营企业
301128.SZ,301128,强瑞技术,深圳,专用机械,QRJS,创业板,20211110,尹高斌,民营企业
301008.SZ,301008,宏昌科技,浙江,家用电器,HCKJ,创业板,20210611,陆宝宏,民营企业
301041.SZ,301041,金百泽,深圳,元器件,JBZ,创业板,20210811,武守坤,民营企业
301119.SZ,301119,正强股份,浙江,汽车配件,ZQGF,创业板,20211122,许正庆,民营企业
301056.SZ,301056,森赫股份,浙江,运输设备,SHGF,创业板,20210907,李东流,民营企业
301087.SZ,301087,可孚医疗,湖南,医疗保健,KFYL,创业板,20211025,张敏,民营企业
301126.SZ,301126,达嘉维康,湖南,医药商业,DJWK,创业板,20211207,王毅清,民营企业
301188.SZ,301188,力诺药包,山东,玻璃,LNYB,创业板,20211111,高元坤,民营企业
301193.SZ,301193,家联科技,浙江,家居用品,JLKJ,创业板,20211209,王熊,民营企业
301038.SZ,301038,深水规院,深圳,建筑工程,SSGY,创业板,20210804,深圳市人民政府国有资产监督管理委员会,地方国有企业
301362.SZ,301362,民爆光电,深圳,电气设备,MBGD,创业板,20230804,谢祖华,民营企业
688601.SH,688601,力芯微,江苏,半导体,LXW,科创板,20210628,无实际控制人,其他
301101.SZ,301101,明月镜片,江苏,文教休闲,MYJP,创业板,20211216,谢公晚,民营企业
688087.SH,688087,英科再生,山东,环境保护,YKZS,科创板,20210709,刘方毅,自然人
301071.SZ,301071,力量钻石,河南,矿物制品,LLZS,创业板,20210924,邵增明,民营企业
301345.SZ,301345,涛涛车业,浙江,摩托车,TTCY,创业板,20230321,曹马涛,民营企业
301058.SZ,301058,中粮科工,江苏,建筑工程,ZLKG,创业板,20210909,中粮集团有限公司,中央企业
